121,	0,	0,	-7,	-2,	
122,	0,	0,	4,	-7,	
123,	0,	0,	6,	6,	
124,	0,	0,	-6,	4,	
125,	0,	0,	-2,	-8,	
126,	0,	0,	8,	0,	
127,	0,	0,	-1,	8,	
128,	0,	0,	-6,	-3,	
129,	-1,	0,	5,	-6,	
130,	0,	0,	4,	7,	
131,	0,	0,	-7,	3,	
132,	0,	1,	0,	-7,	
133,	0,	1,	8,	1,	
134,	0,	0,	-3,	7,	
135,	0,	0,	-6,	-4,	
136,	0,	0,	7,	-5,	
137,	0,	0,	2,	7,	
138,	0,	0,	-7,	1,	
139,	0,	0,	1,	-8,	
140,	0,	0,	7,	3,	
141,	1,	0,	-4,	7,	
142,	0,	0,	-4,	-5,	
143,	0,	0,	7,	-3,	
144,	0,	0,	2,	8,	
145,	0,	0,	-7,	0,	
146,	0,	0,	2,	-7,	
147,	0,	0,	6,	4,	
148,	0,	0,	-5,	5,	
149,	0,	0,	-4,	-7,	
150,	-1,	0,	7,	-2,	
151,	-1,	0,	0,	8,	
152,	0,	0,	-7,	-2,	
153,	0,	0,	4,	-6,	
154,	0,	-1,	6,	5,	
155,	0,	0,	-6,	4,	
156,	0,	0,	-2,	-7,	
157,	0,	0,	8,	0,	
158,	0,	0,	-1,	8,	
159,	0,	0,	-7,	-3,	
160,	0,	0,	4,	-6,	
161,	0,	0,	4,	7,	
162,	-1,	0,	-7,	4,	
163,	0,	0,	-1,	-8,	
164,	0,	0,	8,	0,	
165,	0,	0,	-3,	7,	
166,	0,	-1,	-6,	-4,	
167,	0,	0,	6,	-5,	
168,	0,	0,	4,	7,	
169,	1,	0,	-7,	1,	
170,	0,	0,	1,	-7,	
171,	0,	0,	7,	2,	
172,	0,	0,	-4,	7,	
173,	1,	0,	-5,	-5,	
174,	0,	0,	7,	-3,	
175,	0,	0,	2,	7,	
176,	0,	0,	-7,	0,	
177,	0,	0,	2,	-7,	
178,	0,	0,	7,	4,	
179,	0,	0,	-5,	6,	
180,	0,	0,	-4,	-6,	
181,	0,	0,	7,	-3,	
182,	0,	0,	0,	8,	
183,	0,	0,	-7,	-1,	
184,	0,	0,	3,	-7,	
185,	0,	0,	5,	5,	
186,	0,	0,	-6,	5,	
187,	0,	0,	-3,	-7,	
188,	0,	0,	8,	-1,	
189,	0,	0,	0,	8,	
190,	0,	0,	-7,	-2,	
191,	0,	0,	5,	-6,	
192,	0,	0,	5,	5,	
193,	0,	0,	-7,	3,	
194,	0,	0,	-2,	-7,	
195,	0,	0,	8,	0,	
196,	0,	0,	-2,	7,	
197,	0,	1,	-6,	-4,	
198,	0,	0,	5,	-5,	
199,	0,	-1,	3,	7,	
200,	0,	-1,	-7,	2,	
201,	0,	0,	0,	-8,	
202,	0,	0,	8,	2,	
203,	0,	0,	-4,	6,	
204,	0,	0,	-5,	-5,	
205,	0,	0,	7,	-4,	
206,	0,	0,	2,	7,	
207,	0,	-1,	-8,	0,	
208,	0,	0,	2,	-7,	
209,	0,	1,	8,	3,	
210,	0,	0,	-5,	6,	
211,	0,	0,	-5,	-5,	
212,	0,	0,	7,	-3,	
213,	0,	0,	1,	7,	
214,	0,	0,	-7,	-1,	
215,	0,	0,	3,	-7,	
216,	0,	0,	6,	4,	
217,	0,	-1,	-6,	5,	
218,	0,	0,	-3,	-7,	
219,	0,	1,	7,	-2,	
220,	0,	0,	-1,	7,	
221,	0,	0,	-7,	-2,	
222,	0,	0,	4,	-6,	
223,	1,	0,	6,	6,	
224,	0,	0,	-7,	4,	
225,	0,	0,	-1,	-8,	
226,	1,	0,	8,	0,	
227,	1,	0,	-2,	8,	
228,	0,	0,	-6,	-3,	
229,	0,	0,	5,	-6,	
230,	0,	0,	5,	6,	
231,	0,	0,	-7,	3,	
232,	0,	-1,	-1,	-7,	
233,	0,	0,	8,	1,	
234,	0,	0,	-3,	7,	
235,	1,	0,	-6,	-4,	
236,	0,	0,	6,	-4,	
237,	0,	0,	3,	7,	
238,	0,	0,	-7,	2,	
239,	0,	1,	1,	-7,	
240,	0,	0,	7,	3,	
241,	0,	-1,	-5,	6,	
242,	0,	0,	-5,	-6,	
243,	-1,	0,	7,	-3,	
244,	0,	0,	1,	7,	
245,	0,	0,	-7,	0,	
246,	0,	1,	3,	-7,	
247,	1,	0,	6,	3,	
248,	0,	-1,	-5,	6,	
249,	0,	0,	-4,	-7,	
250,	0,	0,	8,	-2,	
251,	0,	0,	0,	8,	
252,	0,	0,	-7,	-2,	
253,	0,	0,	4,	-7,	
254,	0,	0,	6,	5,	
255,	0,	0,	-6,	5,	
256,	0,	0,	-2,	-7,	
257,	0,	0,	8,	0,	
258,	0,	0,	-2,	8,	
259,	-1,	0,	-7,	-3,	
260,	0,	0,	5,	-6,	
261,	0,	0,	5,	6,	
262,	-1,	0,	-7,	3,	
263,	0,	0,	-1,	-8,	
264,	1,	0,	8,	1,	
265,	0,	0,	-3,	8,	
266,	0,	0,	-6,	-4,	
267,	0,	0,	6,	-5,	
268,	0,	0,	3,	7,	
269,	0,	0,	-8,	2,	
270,	0,	0,	0,	-7,	
271,	0,	0,	8,	2,	
272,	1,	0,	-4,	7,	
273,	0,	0,	-5,	-6,	
274,	0,	0,	7,	-4,	
275,	0,	0,	2,	8,	
276,	0,	-1,	-7,	0,	
277,	0,	0,	2,	-8,	
278,	-1,	0,	7,	4,	
279,	0,	0,	-5,	6,	
280,	0,	0,	-4,	-7,	
281,	0,	0,	7,	-3,	
282,	0,	0,	0,	8,	
283,	0,	0,	-7,	-1,	
284,	0,	0,	3,	-7,	
285,	0,	1,	6,	5,	
286,	0,	0,	-6,	5,	
287,	1,	0,	-3,	-6,	
288,	0,	0,	7,	-1,	
289,	0,	0,	0,	7,	
290,	0,	0,	-8,	-2,	
291,	-1,	1,	4,	-6,	
292,	0,	0,	5,	6,	
293,	0,	0,	-7,	3,	
294,	0,	0,	-1,	-8,	
295,	0,	0,	8,	0,	
296,	0,	0,	-2,	7,	
297,	0,	0,	-6,	-4,	
298,	0,	1,	6,	-6,	
299,	0,	0,	4,	7,	
300,	0,	0,	-7,	2,	
301,	0,	0,	0,	-8,	
302,	0,	0,	7,	2,	
303,	-1,	0,	-3,	7,	
304,	0,	0,	-5,	-5,	
305,	0,	0,	6,	-4,	
306,	0,	0,	3,	8,	
307,	0,	0,	-8,	0,	
308,	1,	0,	1,	-8,	
309,	0,	0,	7,	3,	
310,	0,	-1,	-5,	6,	
311,	0,	0,	-5,	-6,	
312,	0,	1,	7,	-3,	
313,	0,	0,	1,	7,	
314,	1,	-1,	-7,	-1,	
315,	0,	0,	3,	-7,	
316,	0,	1,	7,	4,	
317,	0,	0,	-6,	5,	
318,	0,	0,	-3,	-7,	
319,	0,	0,	8,	-2,	
320,	0,	-1,	0,	7,	
321,	0,	0,	-7,	-2,	
322,	0,	0,	4,	-6,	
323,	0,	0,	5,	6,	
324,	0,	1,	-7,	4,	
325,	0,	0,	-2,	-7,	
326,	0,	0,	8,	0,	
327,	0,	0,	-2,	7,	
328,	0,	0,	-7,	-3,	
329,	0,	0,	5,	-6,	
330,	0,	0,	4,	7,	
331,	0,	0,	-7,	3,	
332,	0,	0,	0,	-8,	
333,	0,	0,	8,	1,	
334,	0,	0,	-3,	7,	
335,	0,	0,	-6,	-5,	
336,	0,	0,	6,	-4,	
337,	0,	0,	3,	7,	
338,	0,	0,	-7,	1,	
339,	0,	0,	1,	-8,	
340,	0,	0,	7,	2,	
341,	0,	0,	-5,	6,	
342,	0,	0,	-5,	-6,	
343,	0,	0,	7,	-4,	
344,	0,	0,	2,	7,	
345,	0,	0,	-7,	0,	
346,	1,	0,	2,	-7,	
347,	0,	0,	6,	4,	
348,	0,	0,	-5,	5,	
349,	0,	-1,	-4,	-7,	
350,	0,	0,	7,	-2,	
351,	0,	0,	0,	8,	
352,	0,	0,	-7,	-2,	
353,	0,	0,	4,	-6,	
354,	0,	0,	6,	6,	
355,	0,	0,	-7,	4,	
356,	0,	0,	-3,	-7,	
357,	0,	0,	7,	0,	
358,	0,	0,	-1,	8,	
359,	0,	0,	-7,	-3,	
360,	0,	0,	5,	-6,	
361,	0,	-1,	4,	6,	
362,	0,	0,	-7,	3,	
363,	0,	1,	0,	-8,	
364,	-1,	0,	8,	1,	
365,	0,	-1,	-2,	7,	
366,	0,	0,	-6,	-4,	
367,	0,	0,	6,	-5,	
368,	0,	0,	4,	7,	
369,	0,	0,	-8,	2,	
370,	0,	-1,	0,	-8,	
371,	0,	0,	7,	2,	
372,	-1,	1,	-4,	7,	
373,	0,	0,	-5,	-5,	
374,	0,	0,	6,	-4,	
375,	0,	0,	2,	7,	
376,	0,	0,	-7,	0,	
377,	0,	0,	2,	-7,	
378,	0,	0,	7,	3,	
379,	0,	0,	-5,	6,	
380,	0,	0,	-4,	-6,	
381,	0,	0,	8,	-2,	
382,	0,	0,	1,	7,	
383,	0,	0,	-8,	-1,	
384,	1,	0,	3,	-7,	
385,	0,	0,	6,	5,	
386,	-1,	1,	-6,	4,	
387,	0,	0,	-3,	-7,	
388,	0,	0,	8,	-1,	
389,	0,	0,	-1,	8,	
390,	0,	0,	-8,	-2,	
391,	0,	0,	4,	-6,	
392,	0,	0,	5,	6,	
393,	0,	0,	-7,	4,	
394,	0,	0,	-2,	-8,	
395,	0,	0,	8,	0,	
396,	0,	0,	-2,	7,	
397,	0,	0,	-6,	-4,	
398,	0,	0,	6,	-5,	
399,	0,	-1,	4,	7,	
400,	0,	0,	-7,	2,	
401,	0,	0,	0,	-8,	
402,	0,	0,	7,	2,	
403,	0,	-1,	-3,	7,	
404,	0,	0,	-5,	-5,	
405,	0,	0,	6,	-4,	
406,	0,	0,	2,	7,	
407,	1,	0,	-8,	1,	
408,	0,	0,	2,	-7,	
409,	0,	0,	7,	3,	
410,	0,	0,	-5,	6,	
411,	1,	0,	-5,	-6,	
412,	0,	0,	7,	-3,	
413,	0,	0,	1,	7,	
414,	0,	0,	-7,	-1,	
415,	0,	0,	3,	-7,	
416,	0,	0,	6,	4,	
417,	0,	0,	-5,	5,	
418,	0,	0,	-3,	-7,	
419,	0,	0,	8,	-2,	
420,	0,	0,	0,	7,	
421,	-1,	0,	-7,	-2,	
422,	0,	0,	4,	-6,	
423,	0,	-1,	5,	6,	
424,	0,	0,	-7,	4,	
425,	0,	0,	-2,	-7,	
426,	0,	0,	7,	0,	
427,	0,	0,	-2,	7,	
428,	-1,	0,	-6,	-4,	
429,	0,	0,	5,	-6,	
430,	0,	0,	4,	7,	
431,	0,	0,	-6,	2,	
432,	0,	0,	-1,	-8,	
433,	0,	0,	8,	1,	
434,	0,	0,	-3,	7,	
435,	0,	0,	-6,	-5,	
436,	0,	0,	6,	-4,	
437,	0,	0,	3,	7,	
438,	0,	0,	-7,	1,	
439,	0,	0,	1,	-7,	
440,	0,	0,	7,	2,	
441,	0,	0,	-4,	6,	
442,	0,	0,	-5,	-6,	
443,	0,	0,	7,	-3,	
444,	0,	0,	2,	8,	
445,	0,	0,	-8,	0,	
446,	0,	0,	2,	-7,	
447,	-1,	0,	6,	4,	
448,	0,	0,	-5,	5,	
449,	0,	0,	-4,	-7,	
450,	0,	0,	7,	-2,	
451,	0,	0,	0,	8,	
452,	0,	0,	-8,	-2,	
453,	0,	0,	4,	-7,	
454,	0,	0,	6,	5,	
455,	0,	0,	-7,	5,	
456,	0,	0,	-2,	-7,	
457,	0,	0,	8,	-1,	
458,	0,	0,	-2,	7,	
459,	0,	0,	-7,	-3,	
460,	0,	0,	5,	-6,	
461,	0,	0,	5,	6,	
462,	0,	0,	-7,	3,	
463,	0,	0,	-1,	-7,	
464,	1,	1,	7,	1,	
465,	0,	0,	-2,	8,	
466,	-1,	0,	-5,	-4,	
467,	0,	0,	6,	-5,	
468,	0,	0,	3,	7,	
469,	0,	0,	-7,	2,	
470,	0,	0,	1,	-7,	
471,	0,	0,	8,	2,	
472,	0,	1,	-4,	7,	
473,	0,	0,	-5,	-5,	
474,	0,	0,	7,	-4,	
475,	0,	0,	2,	8,	
476,	1,	0,	-7,	0,	
477,	0,	-1,	2,	-7,	
478,	0,	0,	7,	3,	
479,	0,	0,	-5,	5,	
480,	0,	0,	-4,	-6,	
481,	0,	0,	7,	-2,	
482,	0,	0,	0,	8,	
483,	0,	0,	-7,	-2,	
484,	0,	1,	4,	-7,	
485,	0,	0,	6,	5,	
486,	0,	0,	-6,	5,	
487,	0,	0,	-3,	-7,	
488,	1,	0,	8,	-1,	
489,	0,	0,	0,	8,	
490,	0,	0,	-7,	-3,	
491,	0,	0,	4,	-6,	
492,	-1,	-1,	5,	6,	
493,	-1,	0,	-7,	3,	
494,	0,	0,	-1,	-7,	
495,	0,	0,	8,	1,	
496,	0,	-1,	-2,	8,	
497,	0,	0,	-7,	-4,	
498,	0,	0,	5,	-5,	
499,	0,	0,	4,	7,	
500,	0,	0,	-7,	2,	
501,	0,	0,	0,	-8,	
502,	0,	1,	8,	2,	
503,	0,	0,	-3,	7,	
504,	0,	0,	-5,	-5,	
505,	0,	0,	6,	-4,	
506,	0,	1,	2,	8,	
507,	0,	0,	-8,	1,	
508,	0,	0,	2,	-7,	
509,	0,	0,	7,	3,	
510,	0,	0,	-4,	6,	
511,	0,	0,	-4,	-5,	
512,	0,	0,	7,	-3,	
513,	0,	0,	1,	7,	
514,	1,	0,	-8,	-1,	
515,	0,	0,	3,	-7,	
516,	0,	0,	6,	4,	
517,	0,	-1,	-6,	5,	
518,	0,	0,	-3,	-6,	
519,	-1,	1,	8,	-2,	
520,	0,	0,	0,	8,	
521,	0,	0,	-7,	-2,	
522,	-1,	0,	4,	-7,	
523,	0,	0,	5,	5,	
524,	0,	0,	-6,	4,	
525,	0,	0,	-2,	-7,	
526,	0,	0,	8,	0,	
527,	0,	0,	-2,	7,	
528,	0,	0,	-6,	-3,	
529,	0,	0,	5,	-5,	
530,	0,	0,	4,	6,	
531,	0,	0,	-8,	2,	
532,	0,	0,	-1,	-7,	
533,	0,	0,	8,	2,	
534,	0,	0,	-3,	7,	
535,	0,	0,	-6,	-5,	
536,	0,	0,	5,	-4,	
537,	0,	0,	3,	7,	
538,	0,	0,	-7,	1,	
539,	1,	0,	1,	-8,	
540,	0,	0,	7,	3,	
541,	0,	0,	-4,	7,	
542,	0,	0,	-4,	-6,	
543,	0,	0,	7,	-4,	
544,	0,	0,	2,	8,	
545,	0,	0,	-7,	0,	
546,	0,	0,	2,	-7,	
547,	0,	0,	7,	4,	
548,	0,	0,	-5,	5,	
549,	0,	1,	-4,	-6,	
550,	0,	0,	7,	-2,	
551,	0,	-1,	1,	8,	
552,	0,	0,	-8,	-2,	
553,	0,	0,	4,	-6,	
554,	0,	0,	5,	5,	
555,	0,	0,	-6,	4,	
556,	0,	0,	-2,	-7,	
557,	0,	0,	8,	-1,	
558,	0,	0,	-2,	8,	
559,	0,	0,	-6,	-3,	
560,	0,	0,	5,	-5,	
561,	1,	0,	5,	7,	
562,	0,	0,	-7,	3,	
563,	0,	0,	-1,	-7,	
564,	0,	0,	8,	1,	
565,	0,	0,	-3,	7,	
566,	0,	0,	-6,	-4,	
567,	0,	0,	6,	-4,	
568,	0,	0,	3,	7,	
569,	0,	0,	-7,	1,	
570,	0,	0,	1,	-8,	
571,	0,	0,	8,	2,	
572,	0,	0,	-4,	7,	
573,	0,	-1,	-5,	-5,	
574,	0,	0,	6,	-4,	
575,	0,	0,	2,	8,	
576,	0,	0,	-7,	0,	
577,	0,	0,	2,	-7,	
578,	0,	0,	7,	4,	
579,	0,	0,	-5,	6,	
580,	1,	0,	-4,	-6,	
581,	0,	0,	7,	-2,	
582,	0,	0,	0,	8,	
583,	0,	0,	-7,	-1,	
584,	0,	1,	3,	-7,	
585,	0,	0,	6,	5,	
586,	-1,	0,	-6,	5,	
587,	0,	-1,	-3,	-7,	
588,	1,	0,	8,	-1,	
589,	0,	0,	-1,	8,	
590,	0,	0,	-6,	-2,	
591,	0,	0,	5,	-6,	
592,	0,	0,	5,	6,	
593,	0,	0,	-7,	3,	
594,	0,	0,	-2,	-7,	
595,	0,	0,	8,	1,	
596,	0,	0,	-2,	7,	
597,	0,	0,	-7,	-4,	
598,	0,	0,	5,	-5,	
599,	0,	0,	4,	6,	
600,	0,	0,	-7,	2,	
601,	0,	0,	0,	-8,	
602,	0,	1,	7,	2,	
603,	0,	0,	-4,	7,	
604,	0,	0,	-5,	-5,	
605,	0,	0,	7,	-4,	
606,	0,	-1,	2,	8,	
607,	0,	0,	-8,	1,	
608,	0,	0,	1,	-7,	
609,	0,	0,	7,	3,	
610,	0,	0,	-5,	6,	
611,	0,	0,	-4,	-6,	
612,	0,	0,	7,	-3,	
613,	0,	0,	1,	8,	
614,	0,	0,	-8,	0,	
615,	0,	0,	2,	-7,	
616,	0,	0,	6,	4,	
617,	0,	0,	-5,	5,	
618,	0,	0,	-4,	-6,	
619,	-1,	1,	7,	-1,	
620,	0,	0,	-1,	7,	
621,	0,	0,	-8,	-2,	
622,	0,	0,	4,	-6,	
623,	0,	0,	6,	6,	
624,	0,	0,	-6,	4,	
625,	0,	0,	-2,	-7,	
626,	0,	0,	7,	0,	
627,	0,	-1,	-2,	8,	
628,	0,	0,	-6,	-3,	
629,	0,	0,	4,	-6,	
630,	0,	0,	4,	7,	
631,	0,	0,	-7,	3,	
632,	0,	0,	-1,	-7,	
633,	0,	0,	8,	1,	
634,	0,	0,	-3,	7,	
635,	0,	0,	-5,	-5,	
636,	0,	0,	6,	-5,	
637,	0,	1,	2,	7,	
638,	0,	0,	-8,	2,	
639,	0,	0,	1,	-8,	
640,	0,	0,	7,	3,	
641,	0,	0,	-4,	6,	
642,	0,	0,	-5,	-6,	
643,	0,	0,	7,	-3,	
644,	0,	0,	2,	7,	
645,	0,	0,	-7,	0,	
646,	-1,	0,	2,	-7,	
647,	0,	0,	6,	4,	
648,	0,	0,	-5,	6,	
649,	0,	0,	-4,	-6,	
650,	0,	0,	7,	-1,	
651,	0,	0,	0,	8,	
652,	-1,	0,	-8,	-2,	
653,	0,	0,	4,	-7,	
654,	1,	0,	6,	5,	
655,	0,	0,	-6,	4,	
656,	0,	0,	-2,	-7,	
657,	0,	0,	8,	0,	
658,	0,	0,	-1,	8,	
659,	0,	0,	-7,	-3,	
660,	0,	0,	5,	-6,	
661,	0,	0,	4,	6,	
662,	0,	0,	-7,	3,	
663,	0,	0,	-1,	-7,	
664,	0,	0,	8,	1,	
665,	0,	0,	-3,	7,	
666,	0,	0,	-6,	-4,	
667,	0,	0,	6,	-5,	
668,	0,	0,	3,	7,	
669,	0,	0,	-7,	2,	
670,	0,	0,	0,	-7,	
671,	0,	0,	7,	2,	
672,	0,	0,	-4,	7,	
673,	-1,	0,	-5,	-5,	
674,	0,	0,	7,	-4,	
675,	1,	0,	2,	7,	
676,	0,	0,	-8,	0,	
677,	0,	0,	2,	-7,	
678,	0,	0,	7,	3,	
679,	1,	-1,	-6,	5,	
680,	0,	0,	-4,	-6,	
681,	0,	0,	8,	-2,	
682,	0,	0,	1,	8,	
683,	0,	0,	-8,	-1,	
684,	0,	0,	3,	-7,	
685,	0,	0,	6,	5,	
686,	0,	0,	-6,	5,	
687,	0,	0,	-3,	-7,	
688,	0,	0,	8,	-1,	
689,	0,	0,	-1,	7,	
690,	1,	0,	-7,	-2,	
691,	0,	0,	4,	-6,	
692,	0,	0,	5,	6,	
693,	0,	0,	-7,	4,	
694,	-1,	0,	-2,	-7,	
695,	0,	0,	8,	0,	
696,	0,	0,	-2,	8,	
697,	0,	-1,	-6,	-4,	
698,	0,	0,	6,	-5,	
699,	0,	0,	4,	7,	
700,	0,	0,	-7,	2,	
701,	0,	0,	0,	-8,	
702,	0,	0,	8,	2,	
703,	0,	0,	-3,	7,	
704,	0,	0,	-6,	-5,	
705,	0,	0,	6,	-4,	
706,	0,	0,	3,	8,	
707,	0,	0,	-8,	1,	
708,	0,	0,	2,	-8,	
709,	0,	0,	7,	3,	
710,	0,	0,	-5,	6,	
711,	0,	0,	-4,	-6,	
712,	0,	1,	7,	-3,	
713,	0,	0,	1,	7,	
714,	0,	0,	-7,	0,	
715,	0,	0,	2,	-8,	
716,	0,	0,	7,	4,	
717,	0,	0,	-6,	6,	
718,	0,	0,	-3,	-7,	
719,	0,	0,	7,	-2,	
720,	0,	-1,	-1,	8,	
721,	0,	0,	-7,	-2,	
722,	0,	0,	4,	-6,	
723,	0,	-1,	5,	6,	
724,	0,	0,	-7,	4,	
725,	0,	0,	-2,	-8,	
726,	-1,	-1,	8,	0,	
727,	0,	0,	-2,	7,	
728,	0,	0,	-7,	-4,	
729,	0,	0,	5,	-5,	
730,	0,	0,	4,	7,	
731,	0,	0,	-7,	2,	
732,	0,	0,	-1,	-7,	
733,	0,	0,	7,	1,	
734,	0,	0,	-3,	7,	
735,	0,	0,	-6,	-5,	
736,	0,	0,	6,	-5,	
737,	0,	0,	3,	8,	
738,	0,	0,	-8,	1,	
739,	0,	0,	1,	-7,	
740,	0,	0,	8,	2,	
741,	0,	-1,	-5,	6,	
742,	0,	0,	-5,	-5,	
743,	0,	0,	7,	-3,	
744,	0,	0,	1,	8,	
745,	0,	0,	-8,	-1,	
746,	0,	-1,	2,	-7,	
747,	0,	0,	6,	4,	
748,	0,	0,	-5,	5,	
749,	0,	0,	-4,	-7,	
750,	0,	0,	8,	-2,	
751,	0,	-1,	1,	7,	
752,	0,	0,	-7,	-2,	
753,	0,	0,	4,	-6,	
754,	0,	0,	6,	6,	
755,	0,	0,	-7,	4,	
756,	0,	0,	-2,	-7,	
757,	0,	0,	7,	0,	
758,	1,	0,	-1,	8,	
759,	0,	0,	-7,	-3,	
760,	0,	0,	4,	-6,	
761,	0,	0,	5,	6,	
762,	1,	0,	-7,	3,	
763,	0,	0,	-1,	-7,	
764,	0,	1,	8,	1,	
765,	0,	0,	-2,	7,	
766,	0,	0,	-6,	-5,	
767,	0,	0,	6,	-4,	
768,	0,	0,	3,	7,	
769,	0,	0,	-7,	2,	
770,	0,	-1,	1,	-7,	
771,	0,	0,	7,	2,	
772,	0,	0,	-4,	7,	
773,	0,	0,	-5,	-5,	
774,	0,	0,	7,	-3,	
775,	0,	-1,	2,	8,	
776,	0,	0,	-7,	0,	
777,	0,	0,	2,	-8,	
778,	0,	0,	6,	4,	
779,	0,	0,	-5,	6,	
780,	0,	0,	-4,	-7,	
781,	-1,	0,	8,	-2,	
782,	0,	0,	1,	8,	
783,	0,	-1,	-7,	-1,	
784,	0,	0,	3,	-7,	
785,	0,	0,	6,	5,	
786,	0,	0,	-6,	5,	
787,	0,	0,	-3,	-7,	
788,	0,	0,	7,	-1,	
789,	0,	0,	-1,	7,	
790,	0,	0,	-7,	-3,	
791,	0,	1,	5,	-6,	
792,	0,	0,	5,	6,	
793,	-1,	0,	-7,	4,	
794,	0,	0,	-2,	-7,	
795,	0,	0,	8,	0,	
796,	0,	0,	-2,	7,	
797,	1,	0,	-6,	-4,	
798,	0,	0,	6,	-6,	
799,	0,	0,	4,	7,	
800,	-1,	-1,	-6,	2,	
801,	0,	0,	0,	-8,	
802,	1,	0,	8,	2,	
803,	0,	0,	-4,	7,	
804,	0,	0,	-6,	-6,	
805,	0,	0,	6,	-4,	
806,	0,	0,	3,	7,	
807,	0,	0,	-8,	1,	
808,	0,	0,	2,	-7,	
809,	0,	0,	7,	3,	
810,	0,	0,	-5,	6,	
811,	0,	0,	-5,	-6,	
812,	0,	0,	7,	-2,	
813,	0,	0,	1,	7,	
814,	0,	-1,	-7,	-1,	
815,	0,	0,	3,	-7,	
816,	0,	0,	6,	4,	
817,	0,	0,	-6,	5,	
818,	0,	0,	-3,	-7,	
819,	0,	0,	8,	-1,	
